,Price
25814,464.02784637456193
42527,195.91798564515
12042,128.54255769140386
41461,164.82360367521565
19820,138.60225140712944
19367,316.8386491557223
21647,222.01839177779345
22460,199.20506126672785
3891,301.3615166498723
2252,106.62479788156446
13204,126.42759787564036
37739,205.03588712505552
3781,132.16788133011508
23409,398.4101225334557
1292,205.04768823377785
34955,183.1484760928325
5735,225.52191216515
89,162.39776908115203
8028,150.58067819489375
40135,176.27942861150726
27239,380.7709494578894
42214,91.17901479905548
45332,197.27461842320548
12660,290.21948582976927
43172,294.81214785027936
17102,204.9718574108818
16190,235.6941838649156
42073,285.9280387160124
24266,165.33784896164067
42105,253.6646950178851
22947,121.12232178555467
53,102.17233379420244
21846,195.2068487029328
28680,214.72753357322608
5484,136.38373635580794
5910,335.6063956059301
37377,111.518948869614
21030,110.0684399915332
47855,110.3241941892808
28474,258.7078717749712
25699,186.740045626661
34163,127.9243172709479
30993,486.7648429490167
310,197.080120919551
1886,150.68075832493616
36004,275.8877807810607
13250,132.06749071767638
1247,68.42734281630071
23920,431.1013899668383
47785,192.3661267325807
44648,159.44637972552778
32648,405.67620467890765
875,71.70810582804116
48270,270.9019937825772
7623,399.1435287546256
11277,171.78173614701322
13633,136.76740141937304
12245,185.41147718193355
40350,203.86692539686248
38703,449.58268066303503
23037,769.3031350690279
34829,604.9026004287446
24986,296.33810766951245
3038,87.87758067161906
36537,139.57403034624645
24922,547.7551212399163
37526,484.1839478175484
14508,129.71753536682803
19496,311.21013133208254
24633,175.68616383263952
14208,173.66170042769187
43354,212.75103453112945
26161,291.3991392083539
3904,264.1014224451058
28023,201.7921399844776
6005,150.58067819489375
47859,100.97468620713836
27303,426.6327994543616
40989,101.46587800715405
4140,185.3631101633352
47015,258.74763340579204
22894,231.89632870011053
36001,325.9856463789729
187,162.39776908115203
32680,195.4981824960388
34287,195.4981824960388
30541,498.1824960387734
4638,77.56661120614909
39512,161.5505108362752
31713,241.86783484015285
32517,236.74154161618048
18686,537.7579737335834
39118,99.127954550768
7355,356.5527032373682
1712,269.9599278232138
11898,68.61869624477136
11181,180.9465620153217
17757,231.2382739212008
5897,156.1663602299439
40071,196.15177799078856
19970,280.0187617260788
43315,300.4231641456058
30509,623.5436666977351
2236,57.88203313570642
17289,142.58911819887427
16207,198.40525328330205
16572,263.6022514071294
45610,185.58773344552745
2547,105.6874370210672
40674,242.20887008159352
48481,173.9008484678494
34162,127.9243172709479
15403,340.29080675422136
42769,155.0043251583943
41412,242.20887008159352
24319,232.83708459747407
13308,145.93222728768154
8285,266.4298401420959
47890,179.74429095668842
48163,169.22609447677817
34431,158.91508994314475
19113,233.58348968105065
24681,348.07968202450667
29137,226.2517933159293
32462,165.67247646565383
30883,776.6334234318203
45622,177.4069139611528
9674,476.5354772366084
33640,291.9657004380651
40767,136.06714516166738
25657,798.7017568616383
48531,231.86779795713247
8944,322.2866224175002
26369,283.4027140807639
334,95.84514798584586
8408,128.54071234925678
43952,129.5209594837865
81,179.73894500035152
12518,109.97791041970204
15924,112.5703564727955
7787,172.45793283217353
6164,596.0388204901435
32121,382.3748718426694
19273,108.81801125703564
47075,399.9252039361429
20585,168.39530562807215
27792,446.15348432465487
31187,323.1894864386243
6138,161.98477901645447
16431,542.4484052532832
35065,280.5480473483084
38354,115.49341874547028
7794,144.52952265692275
34125,262.6060210644049
4970,150.68075832493616
1066,95.14212734047292
34633,197.59530245130023
26448,568.2165620075731
42900,520.1879690458934
47170,196.1059299254377
20928,482.6077753474917
21583,238.95199793033703
20989,123.00383358028176
42508,71.54045776541275
16036,204.5028142589118
33514,226.721968496598
21812,286.69535972153625
17795,175.89118198874294
8190,301.48639805552955
33309,303.3833535278218
18692,537.7579737335834
48265,240.0486174415072
47083,183.01661875043823
12908,139.11735677022136
15435,193.94934333958724
2834,121.8569118646451
5238,162.39776908115203
39364,96.79003109438196
44029,113.15549528908424
13801,99.63810687596936
3294,162.39776908115203
22479,240.5983207507232
38431,219.7648049002876
39060,207.60760292708017
34169,164.9734364805667
14989,283.5365853658536
37337,260.6784653870432
23111,174.03984101225333
21871,134.29290434864413
20988,219.90169100872552
2931,100.76629250345653
12776,101.2830756215632
21851,387.591429713775
16336,117.26078799249532
14154,169.6667763312497
24573,517.1805545756015
28974,129.11874691314472
40951,235.1950997124354
41885,115.49341874547028
47513,115.93389897856626
48617,208.49402800177643
17700,248.82739212007505
35190,200.3914623916488
29211,174.5102189609351
43550,208.0751876183573
9827,288.6323268206039
30956,251.1883679746481
25803,210.0237540864084
13804,121.72768717394368
42258,216.7255044069857
16268,124.29643527204502
34145,533.1344952931308
29552,116.41854229873704
25434,367.3651779204591
21096,219.90169100872552
1729,150.68075832493616
23085,309.27350125826104
42583,184.9297454001356
24415,194.0309038312284
43046,208.0751876183573
37810,246.65092464872697
35254,231.61524839220803
25324,222.959147675157
48547,148.42343921651124
34400,399.6178581414857
35437,176.39108957032343
45313,359.48858191337683
48546,148.42343921651124
32059,240.93578152670327
4177,92.79872518922971
7937,161.98477901645447
37875,167.1615271316017
3254,63.74053851381437
4910,127.71541724275303
6593,161.98477901645447
40693,126.71545133612324
5859,174.78530034677777
29037,174.745407935276
47986,236.5425519482037
39348,375.7042994412363
31353,236.74154161618048
11798,223.71574940076133
6278,161.98477901645447
28848,543.0513417530987
5513,445.4581422952498
18746,204.7373358348968
24520,426.6327994543616
17639,188.32082551594743
8671,231.84070300084133
15390,227.4859287054409
44479,141.21057676571667
47,608.5815386778526
16325,168.38649155722325
18885,331.84803001876173
35508,272.1595675272626
17595,211.7729831144465
22897,191.91420306216045
13064,101.98806222681768
34826,359.77257899151834
12310,116.0877943319077
12983,136.76740141937304
27510,646.769679437428
26238,396.76379971306943
44791,162.01809552755242
37918,201.5290019404765
15171,296.2007504690432
23245,190.73825819045604
17827,150.32833020637898
9876,161.02645601570532
5076,90.45532303798656
38496,219.0634278633717
17411,86.77298311444652
10281,266.4298401420959
15347,145.1688555347092
41257,176.27942861150726
26151,763.8937886591876
25031,172.86389614054892
26304,402.17314612290977
21449,133.1169594769397
21279,489.1930666290364
1540,72.41112647341411
2958,148.33735617369297
39737,71.54045776541275
20345,168.39530562807215
20436,277.05261177356005
3013,132.16788133011508
19511,323.40525328330205
48150,235.37386345043592
12085,162.3819147436199
21479,227.1925492132929
16974,386.02251407129455
25918,658.2939391801312
20973,174.745407935276
32776,711.1566781619908
29558,388.0618076624568
36759,103.80380146354008
41445,178.61735206789328
32381,366.0639388573027
40103,205.03588712505552
42528,138.40506861805343
25297,204.849596650909
18378,273.92120075046904
17354,286.3508442776735
39945,253.6646950178851
8425,614.4246050294474
5291,150.58067819489375
10323,243.7599326914088
10285,504.5807235673553
44871,204.5683024337783
5357,117.99753299043452
22312,474.3761612455608
5331,185.2584541624968
8731,127.60587080489856
18478,332.0825515947467
44307,221.86893601103492
26387,585.1501681601167
36603,260.6784653870432
35539,589.2907074284649
15018,283.5365853658536
45478,111.25914498749503
38583,195.91798564515
6187,291.85188633137057
30986,168.70164973436482
1366,104.2813957303213
19261,130.62851782363975
34892,689.7194519526518
12320,237.3454904356817
23115,141.8189515275524
45093,92.34797652724848
27533,281.9915802347186
18466,170.02814258911818
37765,158.97879503425057
980,394.160241839102
34140,171.03178301798863
12914,111.85787470038068
46136,215.50615898838325
23670,302.6882099767163
25893,378.8894376631624
14607,103.42401500938084
20304,265.5283520308568
23454,182.9770220372069
33301,254.4505545717215
9041,119.42600729176404
3058,86.94021981112179
9021,355.9409180143965
42636,69.43632665466532
47685,136.73655423883318
33032,576.7079876968962
4238,121.62257164952078
38612,207.60760292708017
48512,388.4720566580184
5160,231.76247275795
8612,336.3092455828737
28335,219.90169100872552
35673,417.5598844253892
4066,156.5392637030441
40218,210.8806957660206
14228,188.7014146731212
9003,243.52622230531924
16609,129.9249530956848
22309,169.3360615254357
14754,136.02251407129455
8416,276.946807516126
33792,418.2589244104763
14827,250.93808630394
790,118.10746842265604
48213,202.88432321249093
22530,152.637644347233
35728,370.9572187529127
26157,257.76711587760764
24807,180.3899433194572
29042,271.4080763893789
39317,179.7863137960863
3069,215.5929979143721
27726,452.7387756061996
29847,428.5115108584211
25984,89.13662127519461
22077,205.55516357393165
33485,581.8342809208687
42717,201.06141724919925
43751,278.4466836555771
11699,358.36819100437094
48203,200.7806839165089
42260,274.2384214340822
1897,98.65723056733766
18418,132.97373358348966
38517,245.481962920534
20357,265.5283520308568
41981,242.20887008159352
8141,91.61447134710666
21609,122.5334556316
11513,59.68886591154768
31619,155.8859166744338
44032,108.71344072195076
5980,135.45278934996625
47580,92.79386672276372
30271,521.4838288750117
43921,247.3523016856428
5838,567.1794633090511
5485,166.6395140456629
28221,226.2517933159293
6897,554.3789419787278
29608,672.875655589266
20346,722.970907123874
19002,107.64540337711068
24909,220.3720689574073
13648,123.8426469897072
22571,116.41854229873704
32149,237.2075682729052
5669,178.2763516186841
14914,313.7898686679174
25170,134.05771537430326
38665,126.71545133612324
19221,273.92120075046904
2876,286.363742881916
14884,226.54784240150093
25627,396.76379971306943
9082,127.60587080489856
6117,173.62161658947562
4085,125.13767487638556
6826,135.45278934996625
27522,144.87640819398388
34842,392.8604716189767
20443,417.2252404807263
20868,333.73315458971285
32672,289.6355671544412
27667,144.87640819398388
29836,213.44020877994225
35202,199.2263957498369
7954,555.3098889845695
41014,281.48598414887897
1931,104.2813957303213
8447,220.388894082453
19577,184.0994371482176
19699,285.6472795497186
7752,227.8492796797542
5986,161.98477901645447
22954,186.97523460100192
1953,98.65723056733766
26688,258.94306074931205
43467,104.03759380917867
7362,298.6012521237228
22136,387.8266186881159
12538,202.0961601729568
21824,113.59627460664645
43595,381.3153157365628
32228,275.6547674526983
88,127.48107702762871
42124,230.5192527996633
28279,463.3222794515393
20840,608.1986876455231
28361,147.46348691173358
36301,82.99628270170435
42738,129.5209594837865
20026,276.7354596622889
39146,179.7863137960863
33916,235.11044831764377
47355,512.5867751209593
43709,202.23037897739223
40884,216.7255044069857
21532,219.66650203438465
37857,158.97879503425057
37137,178.61735206789328
8840,266.66355052818545
16734,217.1669793621013
24026,348.3148709988476
33394,625.873799981359
23635,245.0669112632
12412,127.60257555106452
48669,718.275950728093
37536,184.4621607088584
41595,173.0063357725668
18856,158.30206378986867
29162,258.7078717749712
22489,242.0094545967685
12611,185.8814682521032
40346,140.74299207443948
23491,393.0007761236153
41698,242.20887008159352
34717,183.1484760928325
41801,109.41481775886656
28121,148.87462075777887
5066,116.93576734703444
13925,296.5643652770597
41283,305.33280340401654
8033,109.8517466893197
4653,99.59459142783494
13316,196.9262584010904
18844,245.3095684803002
85,461.4158835797812
7539,212.9541275862872
46903,276.04422317275555
33244,364.8988722154907
48221,255.9427810111493
22823,288.57687151626334
44366,161.7843031819138
13277,98.4631292005452
36711,187.73525354779883
32296,320.85935315500046
47374,202.88432321249093
20731,213.55158870152167
3091,227.07566845546367
43451,184.9297454001356
22130,319.386627154919
3941,81.08171443301386
15743,201.9230769230769
16963,164.39962476547842
44189,115.72721109110888
24579,439.80338201745104
20292,194.50128177991016
36742,195.91798564515
31570,795.2744897008109
40549,196.15177799078856
26133,490.8393894494226
21255,213.3163997271808
18421,146.81050656660412
21829,515.5342317552153
32268,558.7659614129929
38775,271.9004979776962
3264,115.99840648653716
7317,324.20229478436937
31333,272.39258085562494
16961,211.06941838649155
13101,180.00657987498238
16836,196.29455909943715
24988,134.05771537430326
24347,226.2517933159293
22567,193.7957148568875
9579,113.81695802561464
41607,169.49945058798772
38543,147.522970097959
1229,133.33958240573665
37173,328.4782456222383
8651,134.6171823875853
7668,451.5092978332208
41278,242.20887008159352
3176,115.99840648653716
7863,167.80319780296506
9774,435.8698700570253
22646,212.6108328041581
42519,159.913964416805
18236,365.38461538461536
9150,191.40880620734785
12162,153.9220754805659
36709,254.59986440043951
24615,139.70225075848444
39168,101.23208566151544
21522,319.1514381805781
321,324.79553816230407
41709,219.0634278633717
7010,172.2251960807131
15570,284.4746716697936
48424,417.2217937031064
27366,381.4765163809121
3383,82.25341550863544
10959,234.52554401466367
37046,184.4621607088584
19662,262.6641651031895
35155,278.2179140646845
8610,324.6237262783958
40671,246.65092464872697
9248,201.6920631952884
2140,148.33735617369297
25320,206.2607304969543
27089,251.1818245960629
22342,788.5886309649803
35080,363.7338055736788
7223,571.6014615867991
26834,139.23187280980267
39953,115.25962639983166
46455,257.34520720847064
40290,126.71545133612324
47481,185.58773344552745
1530,78.972652496895
26765,399.58606740516007
2929,99.59459142783494
5799,223.1945446505457
41815,196.15177799078856
11204,350.14334727640176
17620,129.4559099437148
6754,185.2584541624968
34813,230.21716842203367
12902,131.83249518259154
3508,370.9605605417946
30547,527.3091620840712
5358,183.86203365373424
27194,293.0454620287401
10320,245.1621950079461
33663,596.048093950974
9704,150.50948864167523
29015,279.4045015169689
43163,202.23037897739223
23181,206.2607304969543
34230,283.8102339453817
7834,238.32243349547323
43772,117.8313422018563
43653,150.32847824562222
13681,144.75724961225737
18783,404.7842401500938
21369,539.7586961123262
27994,181.09551024247983
22678,77.37717255815048
37491,172.7725434269282
20959,427.1031774030433
16168,255.62851782363973
11405,104.57301311275086
36767,286.39562340728963
44774,173.473920463844
41104,242.20887008159352
37075,184.4621607088584
4061,133.33958240573665
20094,320.8255159474671
298,114.82670541091558
31583,267.7323142883773
12839,108.09794613902336
20831,258.7078717749712
6281,115.67016547583027
20399,163.22114819257274
47998,183.01661875043823
18166,234.7560975609756
2498,84.59681765987862
26774,231.89632870011053
33446,695.5447851617113
18496,245.3095684803002
1338,69.59904389192229
31203,233.94538167583187
26210,387.8266186881159
30466,226.721968496598
4072,104.2813957303213
16153,234.52157598499065
13522,187.52643699769703
27487,142.28932947623414
21239,144.87640819398388
44453,189.37179996726903
18479,260.0844277673545
24701,264.1172181848115
11626,124.5476335949617
17820,245.3095684803002
18960,146.81050656660412
46370,307.3650749129327
4916,90.45532303798656
10546,70.73365606053486
40527,92.34797652724848
37759,126.71545133612324
45066,279.8494377294087
41725,92.34797652724848
45358,105.64944019820958
11567,254.0301734267049
9016,95.12012713845004
380,47.571063670236455
7713,146.85689017152697
12188,182.1215396907459
10747,211.26098604126523
25392,348.07968202450667
27204,477.43361791199226
30463,329.01481964768385
12954,137.00239695445788
48575,385.9009419629292
30464,521.4838288750117
11355,176.24665131362505
24694,177.80286460170748
26747,96.66266845410289
8186,254.97803122370755
34423,582.9993475626806
47406,185.58773344552745
21060,168.16011665373128
29827,577.8730543387082
48200,223.6869784727579
14826,200.9849906191369
30302,339.50041942399105
20985,123.00383358028176
48180,230.6991094593647
42226,80.65835924531831
9152,171.77713377582498
6071,577.4198803733096
35478,516.1245223226769
11462,143.81726747191803
48082,173.9008484678494
15842,104.36210131332082
22975,195.91241562595545
24725,293.75102895176275
40589,198.255909101536
26031,186.740045626661
33317,567.6204678907634
9328,155.41740674955594
8355,219.2203421520052
26124,117.12410922175968
32864,463.23049678441606
34391,194.3331158542269
6343,601.6245025251937
1610,183.2540482272163
20646,647.7104353347916
20938,164.39709306427716
44560,133.26163701400415
29647,245.77247818622263
38732,357.23470413578656
33325,353.2482057973716
46621,234.20517495266813
9954,141.39478358418248
14594,170.73170731707316
27976,143.70046332227946
40500,197.08694737334292
8978,134.6171823875853
28417,354.4297843317105
25777,399.58606740516007
21779,316.5643594628284
35415,301.2862335725604
35711,585.7955075030292
6058,180.6037191332883
16435,135.78799249530957
32878,403.11305806692144
28031,107.48136127378348
45334,203.1180609120445
41920,125.78028195356885
29981,301.053220244198
40797,101.23208566151544
43850,335.0244313001192
32249,243.2659148103272
44038,205.97105650760992
38446,163.65464194702264
38368,122.27339676898976
5814,341.19207764098024
29859,332.5100195731196
20736,330.2053199745996
7218,324.20229478436937
13931,237.1104949005969
25445,438.1570591970648
36052,325.7526330506105
7542,312.5654572113482
14223,150.39714245429337
38981,87.43833726883781
2926,162.39776908115203
12107,180.00657987498238
2697,180.91064607597312
9382,391.9323174721884
27857,219.66650203438465
48529,434.7521211696235
11198,107.86295060393851
28674,194.0309038312284
38654,153.36777873892407
6384,608.6066050690064
28110,154.98953409064185
23602,193.3253369082057
47657,171.79720917186734
459,197.080120919551
10560,165.90684776989238
7074,173.62161658947562
3082,185.3631101633352
36568,194.5152315713184
12921,116.0877943319077
14907,368.1988742964352
24002,290.2231943366495
28034,556.221924316188
19260,130.62851782363975
38807,137.0023145442218
16452,287.0544090056285
24872,305.5104776688069
5327,248.56285055973183
41590,175.34425922895284
18519,123.82739212007505
13364,161.91192367345022
3353,83.42511658425703
6327,365.6294365443247
25442,141.8189515275524
34466,486.5318296206543
20382,660.881017897881
33443,498.4155093671358
23846,122.5334556316
1385,157.47662456354135
9547,197.2515658595868
5963,298.83398887518325
11367,152.5121022700569
31986,278.2179140646845
19608,216.46341463414632
17707,225.60975609756096
21488,107.01098332510172
21915,490.8393894494226
933,155.3675626274225
25541,528.4696253439639
30301,579.5041476372448
12832,168.2568031207407
38974,322.8672293269118
8217,176.21763111152657
23497,327.38305228250897
37580,115.49341874547028
8324,278.34906983266336
34874,374.219405349986
3410,92.79872518922971
45173,693.4997545754155
20885,217.3146122909758
113,159.82002671478455
6777,196.895291735518
42829,173.473920463844
11784,39.009258824082345
10370,231.84070300084133
28339,359.60394176721
7651,159.65741150185025
27415,124.17977845198617
45389,345.4643199401632
3511,69.59904389192229
3119,92.79872518922971
21623,90.54775512123992
23905,450.38688586279073
8237,111.24614377862952
11964,147.81219156836022
10697,116.0877943319077
2320,145.05659316195255
18310,245.3095684803002
12782,163.3218968839592
3122,108.96820003280764
37517,119.93547331260372
25889,167.45454973070864
12434,130.8925130422522
30830,211.3430888246808
44575,208.0751876183573
41335,271.9004979776962
46004,280.4852394642732
26782,257.76711587760764
895,145.9939540224498
20822,80.19944025024107
42310,202.9317560143081
30147,580.203187622332
10090,149.57464709731698
1830,140.13544864434186
20412,295.3973517721489
7241,136.38373635580794
32652,333.6750862149315
4728,115.99840648653716
26406,109.59806204285142
11856,229.59063777788225
45975,172.7321599700816
39727,149.860893554345
18612,366.5572232645403
25310,425.4568545826572
29261,167.92492767939038
25907,141.8189515275524
13962,149.45716031395403
33390,374.219405349986
46094,266.4609774910596
46170,174.60206156651006
17243,355.7692307692308
3921,235.5119161999391
29347,166.5137938333451
30327,231.61524839220803
13166,251.9152136109414
47966,125.04966926115516
35665,335.0731661851058
43414,286.62941575292825
41145,161.5505108362752
26264,212.6108328041581
1351,92.79872518922971
38101,184.4621607088584
104,113.42066412016968
23934,170.2768174227992
43470,194.2814392256797
45046,129.5209594837865
4825,91.62702411360814
41742,235.8964767493512
14830,195.1219512195122
31483,278.2179140646845
34931,240.93578152670327
4972,127.71541724275303
21981,353.95940638302875
23323,515.5342317552153
35601,440.628203933265
25335,444.5071615042687
42170,357.23470413578656
20355,238.48161998165529
1459,69.59904389192229
17725,245.3095684803002
45176,236.7762896477573
5083,115.0610456260399
15315,227.72045028142588
22166,478.3743738093558
8575,191.17509582125828
33186,343.694659334514
44942,190.77455404110069
1494,165.9128723080168
45998,81.34071944463923
37508,144.01608491337993
14796,147.5140712945591
4929,108.96820003280764
16819,201.9230769230769
26441,95.48672358239844
45734,139.30766893392237
29514,238.2464310073144
33510,672.2434523254731
16595,251.8761726078799
37294,152.19881701073106
5330,207.13570879977647
17099,354.5966228893058
12068,136.76740141937304
16846,249.53095684803
19286,191.83864915572232
28770,636.65655354077
5427,237.1587497381712
27436,323.384839718714
46922,316.4808451955216
31296,336.23823282691774
2318,254.96215405525743
31520,201.090502376736
4984,185.3631101633352
42596,109.88240245014376
996,226.1383075949664
39634,172.7725434269282
26891,167.6897387050495
6037,256.9413736123071
15252,136.02251407129455
4502,127.48107702762871
16255,112.5703564727955
18494,549.484052532833
19793,121.24765478424014
46311,97.46862071383494
40393,211.1144881116592
43295,204.5683024337783
47547,115.93389897856626
40333,155.4719098496715
3362,106.62479788156446
28782,573.1555304687316
29600,172.62870716620805
28426,192.6197699851831
20787,207.20148639431784
46058,182.081667952224
45257,223.92071617231144
19841,386.2570356472795
9418,324.6237262783958
23403,148.16905383475623
24653,190.26788024177424
16686,228.65853658536585
45396,382.62861416917934
42909,144.71746195029573
21671,619.9581363625673
12071,144.2872585420877
47105,319.986910688825
30218,277.28586075123496
19916,216.22889305816133
13630,171.5467406119284
9858,438.4406843040104
7387,381.9210091465543
30047,243.0329014819648
37745,71.54045776541275
34786,230.9162084071209
39087,194.74902391695696
23643,261.53013946706176
28641,452.7387756061996
38763,184.4621607088584
3701,183.2540482272163
45259,232.10153565668608
8215,301.48639805552955
45330,133.23048874552978
38748,182.35802959811093
31234,243.2659148103272
24390,227.66292716197464
44657,266.0556893367311
15527,100.84427767354596
36277,180.95527552427933
10031,208.7033747779751
32608,323.1894864386243
6636,98.21490911629854
22112,314.2124697194196
12135,347.7933919255534
35493,707.4284649081927
20444,103.48314870998848
45789,154.03314400579671
5309,156.1663602299439
1103,122.79427272514238
19967,150.56285178236396
8555,162.42871833224268
16798,109.05253283302063
9898,119.42600729176404
783,223.5605652285989
16343,297.1388367729831
44375,208.0751876183573
2521,164.50683101727088
33517,414.9967378134029
46272,182.081667952224
44415,242.6764547728708
28070,154.0487781932783
29622,349.0204379218702
9778,185.5660465551089
2932,118.10746842265604
7620,248.56285055973183
17702,241.79174484052533
18491,366.5572232645403
14942,344.9812382739212
10432,151.67804057212302
6462,729.1642423255056
1255,150.68075832493616
25603,167.6897387050495
42907,136.300937507306
33274,282.6451673035698
2280,175.05214069786518
13754,177.1866334539644
45749,347.8016969356988
27443,139.46706178414357
18826,104.12757973733584
38451,207.60760292708017
37642,248.98884810511305
29331,581.8575225193443
30680,592.7859073539007
33425,359.0735390064312
35342,440.3951906049026
11684,266.9549278563707
30250,312.9368999906795
11045,445.3165389857593
21982,353.95940638302875
24847,328.5589971542134
11598,58.04389716595385
31053,783.3908099543294
33884,448.550657097586
35112,259.57684779569394
25577,322.2088948470096
31789,312.9368999906795
17228,124.06191369606005
20385,233.30746254615585
45597,176.238225463385
36722,138.40506861805343
42314,414.9814135085217
23484,245.0669112632
42494,107.31068664811912
8622,185.79975694119844
1330,82.25341550863544
47142,186.52268424374168
9512,237.68346265308028
27802,154.98953409064185
35209,345.3257526330506
7545,266.250843670724
43787,312.11278142753605
40436,247.81988637692
751,194.73671876830784
45100,184.9297454001356
27377,426.6327994543616
42068,195.91798564515
23337,515.5342317552153
15931,287.0544090056285
33873,281.4801006617579
15568,193.94934333958724
32688,318.52921987137665
41968,163.65464194702264
20693,137.3503610150756
42691,205.73726416197127
14918,82.3170731707317
37700,140.74299207443948
11775,115.85279879682288
5575,321.4094537668443
18576,158.53658536585365
31701,107.65215770342064
33854,200.15844906328644
43191,187.2676688565216
7931,179.4400353759862
32647,369.5591387827384
35451,266.1012209898406
40869,166.92773478596308
37924,216.7255044069857
10501,127.60587080489856
12600,180.00657987498238
26084,353.25383946000613
13021,177.42162898904922
42467,161.5505108362752
21476,193.7957148568875
42611,240.5723236621233
45750,182.081667952224
13208,284.1096019175636
1660,86.94021981112179
29641,217.5498012653167
8119,194.68075161260165
17780,113.03939962476548
17697,265.9474671669793
3848,330.4197033252877
21412,772.3605917354595
33847,195.4981824960388
8985,327.19454052538094
4945,123.02861294026668
4266,278.3961755676892
28042,174.745407935276
28897,426.6327994543616
13834,104.33801757766602
16936,237.57035647279548
6127,295.1102008518165
7864,127.30700304885144
16367,147.2795497185741
3687,83.42511658425703
30228,362.5687389318669
28159,220.1368799830664
26217,133.82252639996236
25540,449.6813189397681
18086,222.0919324577861
19588,314.7279549718574
25220,230.7203838284061
10260,579.8354678881929
13492,66.03374535883819
3047,95.14212734047292
24200,437.2163032997013
32730,278.2179140646845
33730,685.9912386988536
12607,206.56107533956856
28338,359.60394176721
37727,161.5505108362752
5016,156.30492348791978
2371,58.11637335083074
28577,225.07584844422493
16221,231.00375234521576
18198,245.3095684803002
14117,111.38788363021104
47403,216.67484748615107
9708,198.18640740394503
10888,221.6007895849979
35501,671.5444123403859
12148,104.57301311275086
26288,246.0076671605635
8067,237.68346265308028
21854,374.4208471506856
24844,809.2852607069781
19217,203.33020637898684
22968,435.5699804793151
14917,170.73170731707316
42906,277.27772192738405
47047,321.15559918659284
25531,154.51915614196005
127,174.1147798373679
22922,206.2607304969543
22108,245.53728921188176
22992,163.69152614125449
48192,250.5668139214174
39574,195.91798564515
42757,164.12222663829985
6657,576.2561966160076
10359,191.17509582125828
44443,126.94924368176184
14879,261.4915572232645
44430,416.1503752367147
37243,184.4621607088584
4349,115.99840648653716
42693,219.7648049002876
25466,267.88024177426564
29539,134.52809332298503
28297,408.75843740445447
841,69.59904389192229
26197,462.61671252851664
31764,402.181004753472
4977,138.9637475687203
4565,147.1656550980714
34793,183.1484760928325
34771,239.77071488489145
36851,241.03990835340048
35313,457.6381769037189
26456,386.6506738164115
13144,73.08361141138319
18463,349.437148217636
31837,394.02553826078855
4406,69.59904389192229
10876,128.54255769140386
3456,69.59904389192229
42457,171.83737404437375
9897,162.42871833224268
21022,159.22293562877772
21856,518.121310472965
22396,107.48136127378348
46512,250.0993385223103
28358,106.0702274277382
38072,150.09468589998363
41135,156.87466392350314
11106,537.4347887390139
43256,230.98683749094053
15011,286.8198874296436
35279,175.92506291359865
37378,311.17761204498163
17034,70.82551594746717
27493,499.3061925256944
17605,84.42776735459663
21112,194.0309038312284
24167,503.0692161151485
32731,136.0797837636313
6679,127.30700304885144
47549,187.6913727415095
15308,415.57223264540335
26947,488.2523107316729
28142,349.2556268962111
37776,161.5505108362752
42054,238.70198489701448
36695,115.49341874547028
39705,213.21861922240663
45631,177.4069139611528
18592,283.30206378986867
35961,159.14810327150713
46335,190.26248743659863
19429,245.3095684803002
22265,361.9558315106188
26100,304.0993438227616
2471,347.7608792444872
25162,309.27350125826104
35008,417.0938577686644
7026,514.8136942304559
24577,452.7387756061996
27880,294.9269738234672
43636,135.131975779113
1455,185.3631101633352
36944,107.31068664811912
39230,224.90823650433683
39975,129.28716713814788
30834,278.2179140646845
19007,100.60975609756098
25956,180.3899433194572
10580,93.99821403393337
28629,247.18361203226792
20562,420.9882640701804
8387,243.52622230531924
4312,229.41907060670684
10714,135.59242374394887
40477,190.07317700418488
38182,214.62137329623823
10080,214.54613443021407
8664,120.59455922221184
45327,144.91737372320782
8688,173.880527250631
45505,353.64513942453783
4320,162.39776908115203
24280,369.7170676638679
39723,69.20253430902672
10551,353.9032758377591
17028,194.6529080675422
39408,127.88441306431626
18614,329.7373358348968
1201,99.59459142783494
32988,289.4025538260789
22956,174.03984101225333
2724,98.65723056733766
40758,449.3488883173965
37140,165.9925654034087
2406,104.2813957303213
38190,213.21861922240663
5300,170.13056531756928
782,150.68075832493616
41581,103.80380146354008
11215,761.8555247450299
40515,131.3912982488953
8898,299.149294194634
17511,120.3095684803002
8038,558.335466753555
7346,287.19715130216207
44796,150.32847824562222
15163,461.3039399624765
16792,216.93245778611632
24100,162.98595921823184
40759,105.90793257428751
45985,285.393731154898
22532,157.81180178273243
19432,158.53658536585365
24316,232.83708459747407
10882,215.9608967429619
4350,127.48107702762871
28871,469.4371927844023
15243,203.09568480300183
22921,405.700980738023
12304,110.21290595478686
2492,220.27980221685849
36465,119.93547331260372
3655,194.73671876830784
31162,299.65514027402367
4869,260.1176387879924
20029,436.4446529080675
27349,413.9325948399539
25361,105.8350384533973
43097,228.64891403455448
30546,266.5672476465654
7922,179.4400353759862
31682,301.2862335725604
18600,512.6641651031895
25325,92.66445589030786
9653,139.29139010937644
16537,316.8386491557223
12357,358.36819100437094
36895,193.58006218876392
39664,242.20887008159352
41229,276.81013723610687
32850,353.2482057973716
44983,175.81184392023005
24692,281.05082433735504
39475,168.3304888597947
24358,394.4119099696606
34428,280.3150340199459
37479,184.4621607088584
